timestamp,step,status,prog_time,step_time,cycle,cycle_level,procedure,voltage_v,current_a,cell_temp_c,capacity_ah,wh_accu,cnt,ambient_temp_c,test_type,file_id,soc_percent,power_w
10/26/2018 9:29:22 AM,22.0,DCH,29:20:19.688,00:01:00.002,0.0,0.0,LG_HG2_NN_Char,4.17604,-0.15069,23.97615,-0.00254,-0.0106,13.0,25,C20DisCh,25degC_C20DisCh,99.91533333333334,-0.6292874676
10/26/2018 9:39:22 AM,22.0,DCH,29:30:19.686,00:11:00.000,0.0,0.0,LG_HG2_NN_Char,4.15244,-0.15325,23.76583,-0.02787,-0.11609,13.0,25,C20DisCh,25degC_C20DisCh,99.071,-0.63636143
10/26/2018 9:49:22 AM,22.0,DCH,29:40:19.687,00:21:00.001,0.0,0.0,LG_HG2_NN_Char,4.13542,-0.15325,23.87099,-0.05325,-0.22124,13.0,25,C20DisCh,25degC_C20DisCh,98.225,-0.633753115
10/26/2018 9:59:22 AM,22.0,DCH,29:50:19.685,00:30:59.999,0.0,0.0,LG_HG2_NN_Char,4.12244,-0.15325,23.76583,-0.07859,-0.32586,13.0,25,C20DisCh,25degC_C20DisCh,97.38033333333334,-0.63176393
10/26/2018 10:09:22 AM,22.0,DCH,30:00:19.686,00:41:00.000,0.0,0.0,LG_HG2_NN_Char,4.11216,-0.15069,23.87099,-0.10393,-0.43017,13.0,25,C20DisCh,25degC_C20DisCh,96.53566666666666,-0.6196613904
10/26/2018 10:19:22 AM,22.0,DCH,30:10:19.685,00:50:59.999,0.0,0.0,LG_HG2_NN_Char,4.10407,-0.15325,23.97615,-0.12931,-0.53442,13.0,25,C20DisCh,25degC_C20DisCh,95.68966666666667,-0.6289487275
10/26/2018 10:29:22 AM,22.0,DCH,30:20:19.686,01:01:00.000,0.0,0.0,LG_HG2_NN_Char,4.09766,-0.15069,23.87099,-0.15468,-0.63847,13.0,25,C20DisCh,25degC_C20DisCh,94.844,-0.6174763854
10/26/2018 10:39:22 AM,22.0,DCH,30:30:19.687,01:11:00.001,0.0,0.0,LG_HG2_NN_Char,4.09227,-0.15325,23.87099,-0.18002,-0.74226,13.0,25,C20DisCh,25degC_C20DisCh,93.99933333333334,-0.6271403775
10/26/2018 10:49:22 AM,22.0,DCH,30:40:19.687,01:21:00.001,0.0,0.0,LG_HG2_NN_Char,4.08805,-0.15069,23.76583,-0.20537,-0.8459,13.0,25,C20DisCh,25degC_C20DisCh,93.15433333333334,-0.6160282545
10/26/2018 10:59:22 AM,22.0,DCH,30:50:19.688,01:31:00.002,0.0,0.0,LG_HG2_NN_Char,4.08418,-0.15325,23.87099,-0.23072,-0.9495,13.0,25,C20DisCh,25degC_C20DisCh,92.30933333333333,-0.625900585
10/26/2018 11:09:22 AM,22.0,DCH,31:00:19.688,01:41:00.002,0.0,0.0,LG_HG2_NN_Char,4.08098,-0.15325,23.87099,-0.25605,-1.0529,13.0,25,C20DisCh,25degC_C20DisCh,91.465,-0.625410185
10/26/2018 11:19:22 AM,22.0,DCH,31:10:19.686,01:51:00.000,0.0,0.0,LG_HG2_NN_Char,4.07794,-0.15069,23.66067,-0.28137,-1.15622,13.0,25,C20DisCh,25degC_C20DisCh,90.621,-0.6145047786
10/26/2018 11:29:22 AM,22.0,DCH,31:20:19.686,02:01:00.000,0.0,0.0,LG_HG2_NN_Char,4.07524,-0.15069,23.87099,-0.30672,-1.25954,13.0,25,C20DisCh,25degC_C20DisCh,89.776,-0.6140979155999999
10/26/2018 11:39:22 AM,22.0,DCH,31:30:19.687,02:11:00.001,0.0,0.0,LG_HG2_NN_Char,4.07238,-0.15069,23.87099,-0.33207,-1.3628,13.0,25,C20DisCh,25degC_C20DisCh,88.93100000000001,-0.6136669422
10/26/2018 11:49:22 AM,22.0,DCH,31:40:19.688,02:21:00.002,0.0,0.0,LG_HG2_NN_Char,4.06918,-0.15325,23.87099,-0.35742,-1.466,13.0,25,C20DisCh,25degC_C20DisCh,88.086,-0.623601835
10/26/2018 11:59:22 AM,22.0,DCH,31:50:19.689,02:31:00.003,0.0,0.0,LG_HG2_NN_Char,4.06564,-0.15325,23.87099,-0.38278,-1.56918,13.0,25,C20DisCh,25degC_C20DisCh,87.24066666666667,-0.62305933
10/26/2018 12:09:22 PM,22.0,DCH,32:00:19.688,02:41:00.002,0.0,0.0,LG_HG2_NN_Char,4.06109,-0.15069,23.76583,-0.40814,-1.67221,13.0,25,C20DisCh,25degC_C20DisCh,86.39533333333334,-0.6119656521
10/26/2018 12:19:22 PM,22.0,DCH,32:10:19.686,02:51:00.000,0.0,0.0,LG_HG2_NN_Char,4.05535,-0.15325,24.18646,-0.43353,-1.77524,13.0,25,C20DisCh,25degC_C20DisCh,85.54899999999999,-0.6214823875
10/26/2018 12:29:22 PM,22.0,DCH,32:20:19.686,03:01:00.000,0.0,0.0,LG_HG2_NN_Char,4.04861,-0.15325,23.97615,-0.45889,-1.878,13.0,25,C20DisCh,25degC_C20DisCh,84.70366666666666,-0.6204494825
10/26/2018 12:39:22 PM,22.0,DCH,32:30:19.687,03:11:00.001,0.0,0.0,LG_HG2_NN_Char,4.04086,-0.15325,23.87099,-0.48424,-1.98056,13.0,25,C20DisCh,25degC_C20DisCh,83.85866666666666,-0.619261795
10/26/2018 12:49:22 PM,22.0,DCH,32:40:19.688,03:21:00.002,0.0,0.0,LG_HG2_NN_Char,4.0326,-0.15069,23.97615,-0.50961,-2.08297,13.0,25,C20DisCh,25degC_C20DisCh,83.013,-0.607672494
10/26/2018 12:59:22 PM,22.0,DCH,32:50:19.687,03:31:00.001,0.0,0.0,LG_HG2_NN_Char,4.02383,-0.15325,23.87099,-0.53499,-2.18519,13.0,25,C20DisCh,25degC_C20DisCh,82.167,-0.6166519475000001
10/26/2018 1:09:22 PM,22.0,DCH,33:00:19.685,03:40:59.999,0.0,0.0,LG_HG2_NN_Char,4.01456,-0.15325,23.97615,-0.56036,-2.28715,13.0,25,C20DisCh,25degC_C20DisCh,81.32133333333333,-0.61523132
10/26/2018 1:19:22 PM,22.0,DCH,33:10:19.686,03:51:00.000,0.0,0.0,LG_HG2_NN_Char,4.00496,-0.15325,23.87099,-0.58572,-2.38885,13.0,25,C20DisCh,25degC_C20DisCh,80.476,-0.6137601199999999
10/26/2018 1:29:22 PM,22.0,DCH,33:20:19.688,04:01:00.002,0.0,0.0,LG_HG2_NN_Char,3.99535,-0.15325,23.87099,-0.61108,-2.49029,13.0,25,C20DisCh,25degC_C20DisCh,79.63066666666667,-0.6122873875
10/26/2018 1:39:22 PM,22.0,DCH,33:30:19.687,04:11:00.001,0.0,0.0,LG_HG2_NN_Char,3.98574,-0.15069,23.87099,-0.63643,-2.59146,13.0,25,C20DisCh,25degC_C20DisCh,78.78566666666667,-0.6006111606
10/26/2018 1:49:22 PM,22.0,DCH,33:40:19.686,04:21:00.000,0.0,0.0,LG_HG2_NN_Char,3.9763,-0.15325,23.87099,-0.66178,-2.69239,13.0,25,C20DisCh,25degC_C20DisCh,77.94066666666667,-0.6093679750000001
10/26/2018 1:59:22 PM,22.0,DCH,33:50:19.687,04:31:00.001,0.0,0.0,LG_HG2_NN_Char,3.96686,-0.15325,23.87099,-0.68714,-2.7931,13.0,25,C20DisCh,25degC_C20DisCh,77.09533333333334,-0.607921295
10/26/2018 2:09:22 PM,22.0,DCH,34:00:19.686,04:41:00.000,0.0,0.0,LG_HG2_NN_Char,3.95776,-0.15325,23.87099,-0.71249,-2.89354,13.0,25,C20DisCh,25degC_C20DisCh,76.25033333333333,-0.60652672
10/26/2018 2:19:22 PM,22.0,DCH,34:10:19.688,04:51:00.002,0.0,0.0,LG_HG2_NN_Char,3.94899,-0.15069,23.97615,-0.73784,-2.99378,13.0,25,C20DisCh,25degC_C20DisCh,75.40533333333333,-0.5950733031
10/26/2018 2:29:22 PM,22.0,DCH,34:20:19.686,05:01:00.000,0.0,0.0,LG_HG2_NN_Char,3.94057,-0.15325,23.87099,-0.76322,-3.09389,13.0,25,C20DisCh,25degC_C20DisCh,74.55933333333333,-0.6038923525000001
10/26/2018 2:39:22 PM,22.0,DCH,34:30:19.688,05:11:00.002,0.0,0.0,LG_HG2_NN_Char,3.93247,-0.15069,23.97615,-0.78858,-3.19372,13.0,25,C20DisCh,25degC_C20DisCh,73.714,-0.5925839043
10/26/2018 2:49:22 PM,22.0,DCH,34:40:19.688,05:21:00.002,0.0,0.0,LG_HG2_NN_Char,3.92455,-0.15069,23.87099,-0.81394,-3.29333,13.0,25,C20DisCh,25degC_C20DisCh,72.86866666666667,-0.5913904394999999
10/26/2018 2:59:22 PM,22.0,DCH,34:50:19.686,05:31:00.000,0.0,0.0,LG_HG2_NN_Char,3.9168,-0.15325,23.87099,-0.83932,-3.39284,13.0,25,C20DisCh,25degC_C20DisCh,72.02266666666667,-0.6002495999999999
10/26/2018 3:09:22 PM,22.0,DCH,35:00:19.688,05:41:00.002,0.0,0.0,LG_HG2_NN_Char,3.90921,-0.15069,23.87099,-0.86466,-3.492,13.0,25,C20DisCh,25degC_C20DisCh,71.17800000000001,-0.5890788548999999
10/26/2018 3:19:22 PM,22.0,DCH,35:10:19.685,05:50:59.999,0.0,0.0,LG_HG2_NN_Char,3.9018,-0.15325,23.76583,-0.89005,-3.59117,13.0,25,C20DisCh,25degC_C20DisCh,70.33166666666666,-0.59795085
10/26/2018 3:29:22 PM,22.0,DCH,35:20:19.687,06:01:00.001,0.0,0.0,LG_HG2_NN_Char,3.89421,-0.15069,23.76583,-0.91541,-3.69003,13.0,25,C20DisCh,25degC_C20DisCh,69.48633333333333,-0.5868185049
10/26/2018 3:39:22 PM,22.0,DCH,35:30:19.686,06:11:00.000,0.0,0.0,LG_HG2_NN_Char,3.88629,-0.15325,23.76583,-0.94076,-3.78862,13.0,25,C20DisCh,25degC_C20DisCh,68.64133333333334,-0.5955739425
10/26/2018 3:49:22 PM,22.0,DCH,35:40:19.687,06:21:00.001,0.0,0.0,LG_HG2_NN_Char,3.87803,-0.15069,23.87099,-0.96613,-3.88712,13.0,25,C20DisCh,25degC_C20DisCh,67.79566666666666,-0.5843803406999999
10/26/2018 3:59:22 PM,22.0,DCH,35:50:19.688,06:31:00.002,0.0,0.0,LG_HG2_NN_Char,3.8691,-0.15325,23.97615,-0.99149,-3.98536,13.0,25,C20DisCh,25degC_C20DisCh,66.95033333333333,-0.5929395749999999
10/26/2018 4:09:22 PM,22.0,DCH,36:00:19.688,06:41:00.002,0.0,0.0,LG_HG2_NN_Char,3.85932,-0.15069,23.87099,-1.01687,-4.08344,13.0,25,C20DisCh,25degC_C20DisCh,66.10433333333334,-0.5815609307999999
10/26/2018 4:19:22 PM,22.0,DCH,36:10:19.687,06:51:00.001,0.0,0.0,LG_HG2_NN_Char,3.84853,-0.15069,23.97615,-1.04224,-4.1812,13.0,25,C20DisCh,25degC_C20DisCh,65.25866666666667,-0.5799349856999999
10/26/2018 4:29:22 PM,22.0,DCH,36:20:19.687,07:01:00.001,0.0,0.0,LG_HG2_NN_Char,3.8369,-0.15325,23.87099,-1.0676,-4.27867,13.0,25,C20DisCh,25degC_C20DisCh,64.41333333333333,-0.588004925
10/26/2018 4:39:22 PM,22.0,DCH,36:30:19.686,07:11:00.000,0.0,0.0,LG_HG2_NN_Char,3.82527,-0.15069,23.76583,-1.09296,-4.37582,13.0,25,C20DisCh,25degC_C20DisCh,63.568000000000005,-0.5764299363
10/26/2018 4:49:22 PM,22.0,DCH,36:40:19.687,07:21:00.001,0.0,0.0,LG_HG2_NN_Char,3.81432,-0.15069,23.76583,-1.1183,-4.4726,13.0,25,C20DisCh,25degC_C20DisCh,62.72333333333333,-0.5747798808
10/26/2018 4:59:22 PM,22.0,DCH,36:50:19.687,07:31:00.001,0.0,0.0,LG_HG2_NN_Char,3.80454,-0.15069,23.87099,-1.14365,-4.56919,13.0,25,C20DisCh,25degC_C20DisCh,61.87833333333332,-0.5733061326
10/26/2018 5:09:22 PM,22.0,DCH,37:00:19.687,07:41:00.001,0.0,0.0,LG_HG2_NN_Char,3.79544,-0.15069,23.87099,-1.16902,-4.66559,13.0,25,C20DisCh,25degC_C20DisCh,61.03266666666667,-0.5719348536
10/26/2018 5:19:22 PM,22.0,DCH,37:10:19.687,07:51:00.001,0.0,0.0,LG_HG2_NN_Char,3.78684,-0.15069,23.76583,-1.19436,-4.76165,13.0,25,C20DisCh,25degC_C20DisCh,60.187999999999995,-0.5706389196
10/26/2018 5:29:22 PM,22.0,DCH,37:20:19.686,08:01:00.000,0.0,0.0,LG_HG2_NN_Char,3.77824,-0.15069,23.97615,-1.21971,-4.85755,13.0,25,C20DisCh,25degC_C20DisCh,59.34299999999999,-0.5693429856
10/26/2018 5:39:22 PM,22.0,DCH,37:30:19.688,08:11:00.002,0.0,0.0,LG_HG2_NN_Char,3.76982,-0.15325,24.0813,-1.24507,-4.95325,13.0,25,C20DisCh,25degC_C20DisCh,58.49766666666667,-0.577724915
10/26/2018 5:49:22 PM,22.0,DCH,37:40:19.688,08:21:00.002,0.0,0.0,LG_HG2_NN_Char,3.76139,-0.15069,23.97615,-1.27041,-5.04865,13.0,25,C20DisCh,25degC_C20DisCh,57.653,-0.5668038591
10/26/2018 5:59:22 PM,22.0,DCH,37:50:19.686,08:31:00.000,0.0,0.0,LG_HG2_NN_Char,3.75296,-0.15325,23.87099,-1.29581,-5.14409,13.0,25,C20DisCh,25degC_C20DisCh,56.806333333333335,-0.57514112
10/26/2018 6:09:22 PM,22.0,DCH,38:00:19.687,08:41:00.001,0.0,0.0,LG_HG2_NN_Char,3.74453,-0.15325,23.87099,-1.32117,-5.23915,13.0,25,C20DisCh,25degC_C20DisCh,55.96099999999999,-0.5738492225
10/26/2018 6:19:22 PM,22.0,DCH,38:10:19.688,08:51:00.002,0.0,0.0,LG_HG2_NN_Char,3.73594,-0.15069,24.18646,-1.34652,-5.33396,13.0,25,C20DisCh,25degC_C20DisCh,55.11600000000001,-0.5629687985999999
