file_id,timestamp,soc_percent,voltage_roll_std5,current_roll_std5
25degC_C20DisCh,2018-10-26 09:39:22,99.071,0.01668772003600257,0.0018101933598375663
25degC_C20DisCh,2018-10-26 09:49:22,98.225,0.020398630672997346,0.0014780166891254479
25degC_C20DisCh,2018-10-26 09:59:22,97.38033333333334,0.02316258693093984,0.0012800000000000057
25degC_C20DisCh,2018-10-26 10:09:22,96.53566666666666,0.025286265046463616,0.0014021697472132316
25degC_C20DisCh,2018-10-26 10:19:22,95.68966666666668,0.01917384885723291,0.0011448668044798983
25degC_C20DisCh,2018-10-26 10:29:22,94.844,0.014986857575889795,0.0014021697472132218
25degC_C20DisCh,2018-10-26 10:39:22,93.99933333333334,0.011933362895680375,0.0014021697472132218
25degC_C20DisCh,2018-10-26 10:49:22,93.15433333333334,0.009562383071180541,0.0014021697472132103
25degC_C20DisCh,2018-10-26 10:59:22,92.30933333333331,0.007854707505693549,0.00140216974721323
25degC_C20DisCh,2018-10-26 11:09:22,91.465,0.006585056567714121,0.00140216974721323
25degC_C20DisCh,2018-10-26 11:19:22,90.621,0.005664197207018005,0.00140216974721323
25degC_C20DisCh,2018-10-26 11:29:22,89.776,0.005049011784496564,0.0014021697472132103
25degC_C20DisCh,2018-10-26 11:39:22,88.93100000000001,0.004641516993395494,0.0014021697472132103
25degC_C20DisCh,2018-10-26 11:49:22,88.086,0.0046123399701204874,0.0014021697472132103
25degC_C20DisCh,2018-10-26 11:59:22,87.24066666666667,0.004855376401470982,0.0014021697472132103
25degC_C20DisCh,2018-10-26 12:09:22,86.39533333333334,0.005563719978571158,0.0014021697472132103
25degC_C20DisCh,2018-10-26 12:19:22,85.54899999999999,0.006715412868911367,0.00140216974721323
25degC_C20DisCh,2018-10-26 12:29:22,84.70366666666666,0.008194835568815695,0.0011448668044799224
25degC_C20DisCh,2018-10-26 12:39:22,83.85866666666666,0.009859150571925594,0.0011448668044799224
25degC_C20DisCh,2018-10-26 12:49:22,83.013,0.011329588253765881,0.00140216974721323
25degC_C20DisCh,2018-10-26 12:59:22,82.167,0.012514098049793105,0.0011448668044799224
25degC_C20DisCh,2018-10-26 13:09:22,81.32133333333333,0.013468591982824615,0.0011448668044799224
25degC_C20DisCh,2018-10-26 13:19:22,80.476,0.01421133772731415,0.0011448668044799224
25degC_C20DisCh,2018-10-26 13:29:22,79.63066666666667,0.014765742446614131,0.0011448668044799224
25degC_C20DisCh,2018-10-26 13:39:22,78.78566666666667,0.015082866769938048,0.0011448668044799224
25degC_C20DisCh,2018-10-26 13:49:22,77.94066666666667,0.015137913330431556,0.0011448668044799224
25degC_C20DisCh,2018-10-26 13:59:22,77.09533333333334,0.015060515263416972,0.0011448668044799224
25degC_C20DisCh,2018-10-26 14:09:22,76.25033333333333,0.014872871948604607,0.0011448668044799224
